63.1681, 80.7664, 0.814177, 63.8448, 93.4426, 0.822096, 56.1279, 92.7489, 0.768818, 0, 0, 0, 0, 0, 0, 70.1738, 94.1504, 0.822746, 72.3071, 110.365, 0.818422, 59.6639, 116.68, 0.821035, 59.6446, 126.54, 0.771037, 55.4044, 126.523, 0.704628, 54.0179, 154.687, 0.735092, 63.8721, 176.493, 0.544787, 64.5585, 127.209, 0.773041, 62.4587, 154.707, 0.683293, 64.5637, 182.821, 0.814953, 61.7652, 77.2359, 0.760443, 65.2858, 79.3417, 0.809205, 0, 0, 0, 70.1892, 82.1988, 0.744607, 55.4299, 187.747, 0.676354, 59.6459, 188.45, 0.727821, 65.9967, 184.264, 0.682358, 58.9188, 183.561, 0.210379, 0, 0, 0, 65.9929, 176.513, 0.195522
63.8457, 81.4754, 0.848357, 63.8487, 94.1245, 0.827634, 56.1181, 93.423, 0.781718, 0, 0, 0, 0, 0, 0, 70.1826, 94.8541, 0.826572, 72.3078, 111.051, 0.807201, 60.3407, 117.364, 0.810952, 59.6346, 127.222, 0.78725, 54.7203, 127.209, 0.725321, 53.9963, 154.671, 0.751394, 63.8667, 173.704, 0.626157, 64.5564, 127.235, 0.782361, 62.4502, 154.691, 0.691171, 64.554, 182.131, 0.804047, 62.4552, 78.6585, 0.76638, 65.2951, 80.7558, 0.841972, 59.6503, 80.7699, 0.0669976, 70.192, 82.8839, 0.753939, 57.5251, 187.066, 0.720006, 60.3632, 187.771, 0.729589, 65.9749, 183.566, 0.737023, 59.6136, 182.865, 0.219385, 58.2296, 182.123, 0.227397, 66.6789, 173.707, 0.283774
63.8388, 82.1455, 0.859569, 63.8509, 94.8492, 0.813695, 56.131, 93.4542, 0.79343, 0, 0, 0, 0, 0, 0, 70.1722, 97.6375, 0.841699, 72.3062, 113.153, 0.789473, 60.3463, 119.469, 0.804863, 59.633, 127.242, 0.806141, 54.7144, 127.225, 0.753919, 53.9948, 155.379, 0.776826, 65.2552, 177.926, 0.715392, 64.5574, 127.918, 0.79066, 61.7597, 155.383, 0.706597, 64.5739, 182.82, 0.814398, 62.4656, 80.048, 0.779276, 65.2941, 81.445, 0.87364, 0, 0, 0, 70.2017, 84.2751, 0.76989, 56.8233, 187.079, 0.668253, 60.3416, 188.447, 0.690662, 66.6696, 183.589, 0.673629, 58.9386, 184.961, 0.279424, 58.2298, 183.563, 0.29157, 70.1901, 180.739, 0.391625
63.8761, 83.5697, 0.831941, 63.8609, 97.653, 0.833973, 56.1159, 94.8512, 0.773785, 52.6112, 110.327, 0.0659579, 0, 0, 0, 70.1986, 99.0371, 0.90141, 71.6308, 115.933, 0.855487, 59.6513, 121.577, 0.840264, 59.6413, 128.637, 0.77493, 54.723, 127.949, 0.729311, 53.3098, 156.099, 0.780418, 65.2462, 181.421, 0.74143, 64.5676, 129.335, 0.755002, 60.3319, 155.417, 0.753117, 64.5797, 182.817, 0.797558, 63.1564, 81.4672, 0.850265, 65.9775, 82.1783, 0.868075, 59.6444, 82.1938, 0.0906576, 70.2211, 87.0575, 0.783004, 56.813, 187.745, 0.627467, 59.6725, 188.448, 0.665611, 67.3733, 183.588, 0.633444, 58.9128, 187.749, 0.374702, 58.2107, 185.661, 0.365704, 70.1751, 182.869, 0.455277
64.5312, 84.9881, 0.814714, 63.8423, 98.341, 0.835795, 56.1113, 96.9368, 0.752695, 53.2882, 111.728, 0.0709218, 0, 0, 0, 70.171, 99.0596, 0.881442, 72.3256, 115.955, 0.828426, 60.3468, 121.629, 0.793194, 59.6551, 130.732, 0.76369, 55.4149, 130.039, 0.699122, 53.3117, 156.794, 0.772849, 64.5774, 180.744, 0.755523, 64.5697, 130.749, 0.763654, 60.3321, 156.106, 0.746587, 65.2546, 182.814, 0.805417, 63.1654, 82.1527, 0.845164, 65.9792, 82.8817, 0.831474, 59.6666, 82.2092, 0.0898404, 70.2079, 87.1047, 0.769862, 57.5267, 187.748, 0.619176, 61.0408, 188.444, 0.650617, 68.0895, 183.581, 0.652337, 58.9241, 187.08, 0.440147, 58.208, 185.66, 0.43153, 69.4992, 182.868, 0.429164
63.8772, 85.6891, 0.806903, 63.8467, 98.368, 0.848143, 55.4254, 96.9523, 0.766082, 53.276, 113.139, 0.118447, 53.2755, 122.294, 0.104808, 70.1979, 99.0942, 0.87122, 73.0265, 115.995, 0.815844, 59.6726, 123.697, 0.768654, 59.6666, 131.432, 0.77276, 55.4299, 130.745, 0.708929, 53.2909, 157.509, 0.770129, 64.5788, 180.74, 0.744333, 64.5844, 131.45, 0.784849, 59.6579, 156.789, 0.762151, 64.5926, 182.83, 0.803421, 63.1718, 82.174, 0.80963, 65.9759, 83.5711, 0.804448, 0, 0, 0, 70.2037, 87.7702, 0.737237, 57.5184, 187.075, 0.590815, 60.3634, 188.444, 0.627591, 67.3885, 184.244, 0.632205, 58.9267, 187.066, 0.417842, 58.2107, 185.65, 0.40918, 69.508, 182.863, 0.43203
64.5273, 86.395, 0.831665, 63.8447, 99.0463, 0.856659, 55.4188, 97.6587, 0.783915, 52.5904, 113.133, 0.131394, 53.2759, 122.29, 0.12177, 70.1976, 99.788, 0.848948, 73.7306, 116.686, 0.811028, 61.063, 124.416, 0.7679, 59.6595, 132.127, 0.794597, 55.4145, 131.44, 0.729235, 53.3035, 158.205, 0.781585, 64.5576, 181.44, 0.757255, 64.5812, 132.156, 0.805676, 59.6335, 156.113, 0.800533, 65.2477, 182.83, 0.810191, 63.8398, 82.8647, 0.799978, 65.9816, 84.9721, 0.793938, 0, 0, 0, 70.2051, 87.8103, 0.737594, 56.8224, 187.786, 0.598324, 60.3494, 188.472, 0.638208, 68.0823, 184.245, 0.643854, 58.8985, 187.774, 0.444516, 57.5247, 186.369, 0.43154, 69.4841, 183.52, 0.405827
64.5427, 87.0651, 0.839499, 63.842, 99.0621, 0.846957, 54.7379, 98.3299, 0.794761, 51.9027, 112.448, 0.159327, 53.2708, 122.319, 0.135095, 70.2119, 100.472, 0.833793, 73.7272, 117.359, 0.778416, 62.4479, 125.126, 0.735998, 59.6667, 132.131, 0.784867, 55.4144, 131.44, 0.725895, 53.3105, 158.892, 0.773399, 64.5807, 181.449, 0.758957, 64.5939, 132.163, 0.797768, 59.6419, 156.095, 0.793454, 64.5403, 182.823, 0.778583, 63.85, 82.8961, 0.790837, 65.9912, 84.9976, 0.782874, 60.3561, 84.2869, 0.104485, 70.2045, 87.8193, 0.719051, 56.8209, 187.779, 0.615484, 60.3417, 188.464, 0.648741, 65.9911, 184.245, 0.605904, 58.9278, 187.787, 0.386168, 58.2147, 187.072, 0.377539, 70.1615, 183.544, 0.482767
64.5529, 87.1001, 0.850716, 63.8409, 99.0881, 0.842919, 54.7392, 98.3607, 0.815188, 51.8992, 112.449, 0.141766, 53.2787, 121.592, 0.104095, 70.2071, 101.183, 0.833987, 74.4078, 118.077, 0.773011, 62.4666, 125.816, 0.747144, 60.3348, 132.149, 0.795922, 56.1135, 132.122, 0.741535, 53.3182, 158.904, 0.757692, 64.5721, 181.428, 0.728987, 65.2504, 132.177, 0.813882, 59.6461, 155.409, 0.797483, 64.5564, 182.824, 0.775332, 63.868, 84.2704, 0.798364, 66.6702, 86.3848, 0.800018, 60.3535, 86.3655, 0.205466, 70.2097, 88.4984, 0.751454, 56.8256, 187.768, 0.599299, 60.3519, 188.46, 0.633413, 66.6706, 184.248, 0.601584, 58.9255, 187.762, 0.366849, 58.2071, 186.369, 0.358054, 69.5027, 183.534, 0.445284
64.5963, 87.7789, 0.85154, 63.8421, 99.7769, 0.825175, 54.7309, 99.0424, 0.827814, 51.1998, 111.739, 0.21433, 52.585, 120.903, 0.176217, 70.211, 102.584, 0.84134, 74.4142, 119.465, 0.778554, 63.1639, 126.491, 0.749611, 60.3371, 132.151, 0.796449, 55.4311, 132.127, 0.752549, 53.29, 158.918, 0.772775, 65.2424, 181.424, 0.745905, 65.2591, 132.176, 0.807233, 59.6521, 155.379, 0.847309, 63.8754, 182.825, 0.769925, 64.548, 84.9958, 0.804035, 67.3878, 87.0712, 0.798033, 60.3578, 87.063, 0.323936, 70.2228, 88.5224, 0.666885, 56.832, 187.763, 0.626817, 60.3503, 188.45, 0.655565, 65.3063, 184.25, 0.604718, 58.9551, 187.75, 0.30703, 58.9055, 186.368, 0.309923, 70.1638, 183.527, 0.506279
